"site_ID","M_YEAR","total_abund","site_rel_SR","garden_long_grass_area","garden_ivy","garden_long_grass","garden_direction","garden_size","Urban_100m","Arable_100m","Woodland_100m","Grassland_100m","Urban_250m","Arable_250m","Woodland_250m","Grassland_250m","Urban_500m","Arable_500m","Woodland_500m","Grassland_500m","woodland_dist_m","grassland_dist_m","n_days"
261,2020,24.0797939975405,0.0967741935483871,12,1,1,7,3,1,0,0,0,0.956528281741085,0,0,0.0434717182589151,0.906662440736971,0.00241686206713851,0,0.0909206971958908,860.436252635178,172.954330203675,5
261,2021,43.1159830539229,0.193548387096774,12,1,1,7,3,1,0,0,0,0.956528281741085,0,0,0.0434717182589151,0.906662440736971,0.00241686206713851,0,0.0909206971958908,860.436252635178,172.954330203675,12
262,2017,32.8565054318347,0.172413793103448,0,1,2,1,3,0.960866291465491,0.0391337085345087,0,0,0.735443725348708,0.264556274651292,0,0,0.580943225738848,0.328487977415131,0.0231511318656709,0.0269019780589581,377.987354541543,319.481046837549,18
263,2021,57.1712604269773,0.172413793103448,0,1,2,5,2,1,0,0,0,0.782032357975202,0,0.163063906678873,0.0549037353459253,0.60236770213297,0.00500671313424396,0.144121236386404,0.248504348346382,130.626991312695,173.299909440054,5
264,2017,31.6243375466909,0.161290322580645,12,1,1,6,3,0.109413185719446,0,0,0.890586814280554,0.215345936893527,0.0878242297342241,0.064030774977657,0.632799058394592,0.140848397616386,0.23229869078947,0.0264713468782377,0.600381564715907,164.148738225369,0,5
264,2018,22.4367604924503,0.193548387096774,12,1,1,6,3,0.109413185719446,0,0,0.890586814280554,0.215345936893527,0.0878242297342241,0.064030774977657,0.632799058394592,0.140848397616386,0.23229869078947,0.0264713468782377,0.600381564715907,164.148738225369,0,4
265,2017,70.6960116223254,0.166666666666667,50,1,1,4,4,0,0.501842068761587,0,0.498157931238413,0,0.373722607962426,0.0891657163461147,0.537111675691459,0,0.322006123970179,0.0978947711389175,0.580099104890904,173.21127540174,0,3
266,2021,44.0892612463132,0.166666666666667,0,1,2,7,3,1,0,0,0,1,0,0,0,0.746496878878387,0.010834582593668,0,0.242668538527945,654.361775584431,257.351525588953,11
267,2019,28.5042445062206,0.133333333333333,0,1,2,2,1,0.240077062515889,0,0,0.759922937484111,0.429612405512484,0,0,0.570387594487516,0.393070304876411,0.0910906234420394,0,0.51583907168155,1104.34967031147,0,11
267,2020,53.4733632477488,0.166666666666667,0,1,2,2,1,0.240077062515889,0,0,0.759922937484111,0.429612405512484,0,0,0.570387594487516,0.393070304876411,0.0910906234420394,0,0.51583907168155,1104.34967031147,0,20
267,2021,44.8188810855806,0.233333333333333,0,1,2,2,1,0.240077062515889,0,0,0.759922937484111,0.429612405512484,0,0,0.570387594487516,0.393070304876411,0.0910906234420394,0,0.51583907168155,1104.34967031147,0,19
268,2020,48.9977699231888,0.133333333333333,10,1,1,5,3,0,0.161532620004968,0,0.838467379995032,0.0311480333686108,0.274368204642047,0,0.694483761989343,0.130736075010107,0.204278626782538,0,0.664985298207355,1398.73616424717,0,6
269,2021,32.715791975184,0.166666666666667,25,1,1,7,3,0.50038533846085,0.49961466153915,0,0,0.452729553368772,0.448474754962118,0,0.09879569166911,0.363696045922735,0.447340197520379,0,0.188963756556886,1029.52611261378,119.611271345756,7
270,2017,33.920975380767,0.0689655172413793,0,2,2,5,3,1,0,0,0,1,0,0,0,0.93634706041763,0,0,0.06365293958237,699.409968223928,308.450589020196,5
271,2016,56.3320104127704,0.233333333333333,4,1,1,5,3,0.602357179276185,0.334564161672519,0,0.0630786590512956,0.397115679233162,0.388031169704318,0,0.214853151062521,0.281929317138415,0.351572947447089,0.0333150059032374,0.333182729511259,356.552602777955,67.3117478762714,3
272,2016,16.7386573132429,0.137931034482759,0,NA,NA,NA,NA,1,0,0,0,0.908516033951835,0,0,0.0914839660481646,0.767272038643629,0,0,0.232727961356371,820.917675623893,149.081449053588,3
272,2019,7.58869284765699,0.0344827586206897,0,NA,NA,NA,NA,1,0,0,0,0.908516033951835,0,0,0.0914839660481646,0.767272038643629,0,0,0.232727961356371,820.917675623893,149.081449053588,2
273,2016,52.7457650920878,0.193548387096774,0,1,2,7,3,0.6481479510478,0,0,0.3518520489522,0.52180488844554,0,0,0.47819511155446,0.282821900599142,0.0198114602100218,0.0152779133712984,0.682088725819538,282.062216843938,14.9399852530842,11
273,2017,75.6814533454766,0.225806451612903,0,1,2,7,3,0.6481479510478,0,0,0.3518520489522,0.52180488844554,0,0,0.47819511155446,0.282821900599142,0.0198114602100218,0.0152779133712984,0.682088725819538,282.062216843938,14.9399852530842,9
273,2018,75.5752323216552,0.225806451612903,0,1,2,7,3,0.6481479510478,0,0,0.3518520489522,0.52180488844554,0,0,0.47819511155446,0.282821900599142,0.0198114602100218,0.0152779133712984,0.682088725819538,282.062216843938,14.9399852530842,7
