"site_ID","M_YEAR","total_abund","site_rel_SR","garden_long_grass_area","garden_ivy","garden_long_grass","garden_direction","garden_size","Urban_100m","Arable_100m","Woodland_100m","Grassland_100m","Urban_250m","Arable_250m","Woodland_250m","Grassland_250m","Urban_500m","Arable_500m","Woodland_500m","Grassland_500m","woodland_dist_m","grassland_dist_m","n_days"
1,2020,6.58564889052215,0.666666666666667,10,2,1,3,2,0.874702574988083,0,0,0,0.948382238668974,0,0,0,0.618906396184263,0,0.125165558904769,0,353.650543804382,574.625537880668,26
1,2021,12.1145111992892,0.666666666666667,10,2,1,3,2,0.874702574988083,0,0,0,0.948382238668974,0,0,0,0.618906396184263,0,0.125165558904769,0,353.650543804382,574.625537880668,27
2,2016,3.84736634475015,0.5,80,2,1,4,3,0,0,0.0717199727286692,0.658879893904592,0,0,0.256131208397044,0.58541954248485,0,0,0.259160071981354,0.580791209274726,56.3056676799296,0,23
2,2017,2.84854695227049,0.5,80,2,1,4,3,0,0,0.0717199727286692,0.658879893904592,0,0,0.256131208397044,0.58541954248485,0,0,0.259160071981354,0.580791209274726,56.3056676799296,0,41
2,2020,5.44676980206364,0.75,80,2,1,4,3,0,0,0.0717199727286692,0.658879893904592,0,0,0.256131208397044,0.58541954248485,0,0,0.259160071981354,0.580791209274726,56.3056676799296,0,78
2,2021,9.78494907751119,0.75,80,2,1,4,3,0,0,0.0717199727286692,0.658879893904592,0,0,0.256131208397044,0.58541954248485,0,0,0.259160071981354,0.580791209274726,56.3056676799296,0,54
3,2016,1.65746772081614,0.25,0,1,2,8,3,0,0,0,1,0,0.0320345720655239,0,0.967965427934476,0,0.0712890607884229,0,0.928710939211577,2892.98878288091,0,27
4,2016,12.8331419846896,0.5,0,2,2,5,3,0,0,0.171076611628616,0.828923388371384,0,0,0.423080283232403,0.576919716767597,0,0.0233884037174876,0.5085837540999,0.436601116034381,62.3935808915135,0,26
4,2017,5.60192706290964,0.25,0,2,2,5,3,0,0,0.171076611628616,0.828923388371384,0,0,0.423080283232403,0.576919716767597,0,0.0233884037174876,0.5085837540999,0.436601116034381,62.3935808915135,0,33
5,2018,9.57701516360734,0.4,170,1,1,5,3,0,0,0.338932001179465,0.55759448726066,0,0,0.187909919044507,0.609623198537899,0,0,0.148318279502805,0.612154718241416,15.3348900935932,0,8
5,2020,20.0111312006928,0.6,170,1,1,5,3,0,0,0.338932001179465,0.55759448726066,0,0,0.187909919044507,0.609623198537899,0,0,0.148318279502805,0.612154718241416,15.3348900935932,0,5
6,2016,14.5787831727044,0.4,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.730445096944897,0.0130782371034544,0,0,0.619653372183769,0.00933421651229967,0,180.546934300318,64
6,2017,35.4072059758082,0.6,NA,NA,NA,NA,NA,0,0,1,0,0,0,0.730445096944897,0.0130782371034544,0,0,0.619653372183769,0.00933421651229967,0,180.546934300318,54
7,2018,4.08377930220101,0.4,NA,2,NA,4,4,0,0,0.307584351561433,0.590930565252445,0,0,0.212986537552851,0.465957102178718,0.0088357229357727,0,0.231398695573864,0.403849045189663,14.024451919163,0,30
8,2016,11.1963117802275,0.8,100,2,1,5,3,0,0,0.0759285260125219,0.924071473987478,0,0,0.145833700492288,0.854166299507712,0,0,0.0698825408844103,0.93011745911559,58.0002218956464,0,12
8,2017,10.5843002396592,0.4,100,2,1,5,3,0,0,0.0759285260125219,0.924071473987478,0,0,0.145833700492288,0.854166299507712,0,0,0.0698825408844103,0.93011745911559,58.0002218956464,0,10
8,2019,43.6011824994389,0.6,100,2,1,5,3,0,0,0.0759285260125219,0.924071473987478,0,0,0.145833700492288,0.854166299507712,0,0,0.0698825408844103,0.93011745911559,58.0002218956464,0,14
8,2020,17.7656571851185,0.8,100,2,1,5,3,0,0,0.0759285260125219,0.924071473987478,0,0,0.145833700492288,0.854166299507712,0,0,0.0698825408844103,0.93011745911559,58.0002218956464,0,18
8,2021,11.4494704212861,0.6,100,2,1,5,3,0,0,0.0759285260125219,0.924071473987478,0,0,0.145833700492288,0.854166299507712,0,0,0.0698825408844103,0.93011745911559,58.0002218956464,0,21
9,2017,17.9631735457379,0.6,10,2,1,5,2,0,0,0.584204822582863,0.415795177417137,0.0226610564014485,0,0.417374874473934,0.559964069124617,0.00783251590738645,0.0577050135667448,0.453315439679148,0.481147030846721,0,18.1127362213482,19
9,2018,19.5095381855135,0.6,10,2,1,5,2,0,0,0.584204822582863,0.415795177417137,0.0226610564014485,0,0.417374874473934,0.559964069124617,0.00783251590738645,0.0577050135667448,0.453315439679148,0.481147030846721,0,18.1127362213482,15
10,2017,5.41156003874257,0.5,400,NA,1,7,4,0,0,0,1,0,0.00000893030558966869,0.0530177408758512,0.946973328818559,0.0149206617853609,0.228046601645972,0.16306402944605,0.593968707122617,174.533359373341,0,46
10,2018,7.59811719034893,0.5,400,NA,1,7,4,0,0,0,1,0,0.00000893030558966869,0.0530177408758512,0.946973328818559,0.0149206617853609,0.228046601645972,0.16306402944605,0.593968707122617,174.533359373341,0,43
10,2019,11.8317456674225,0.5,400,NA,1,7,4,0,0,0,1,0,0.00000893030558966869,0.0530177408758512,0.946973328818559,0.0149206617853609,0.228046601645972,0.16306402944605,0.593968707122617,174.533359373341,0,72
10,2020,12.84565531351,0.666666666666667,400,NA,1,7,4,0,0,0,1,0,0.00000893030558966869,0.0530177408758512,0.946973328818559,0.0149206617853609,0.228046601645972,0.16306402944605,0.593968707122617,174.533359373341,0,92
10,2021,14.6689010293337,0.5,400,NA,1,7,4,0,0,0,1,0,0.00000893030558966869,0.0530177408758512,0.946973328818559,0.0149206617853609,0.228046601645972,0.16306402944605,0.593968707122617,174.533359373341,0,73
11,2020,0.314227268013864,0.166666666666667,5,1,1,5,4,1,0,0,0,0.874564511205519,0,0.102313521499211,0.0231219672952696,0.60177665126563,0.0000642983088868043,0.330425217387688,0.0677338330377946,121.1979509671,189.445260492627,53
12,2016,3.60477271908006,0.166666666666667,150,1,1,5,3,0,0.814360066692965,0.185639933307035,0,0,0.8407675788649,0.159232421135101,0,0,0.931582111404134,0.0684178885958656,0,8.50019241689216,609.572334682224,15
12,2017,2.1944261575598,0.166666666666667,150,1,1,5,3,0,0.814360066692965,0.185639933307035,0,0,0.8407675788649,0.159232421135101,0,0,0.931582111404134,0.0684178885958656,0,8.50019241689216,609.572334682224,16
12,2018,3.9968424944294,0.166666666666667,150,1,1,5,3,0,0.814360066692965,0.185639933307035,0,0,0.8407675788649,0.159232421135101,0,0,0.931582111404134,0.0684178885958656,0,8.50019241689216,609.572334682224,15
12,2019,12.7779464879426,0.5,150,1,1,5,3,0,0.814360066692965,0.185639933307035,0,0,0.8407675788649,0.159232421135101,0,0,0.931582111404134,0.0684178885958656,0,8.50019241689216,609.572334682224,15
12,2020,12.4321880650995,0.166666666666667,150,1,1,5,3,0,0.814360066692965,0.185639933307035,0,0,0.8407675788649,0.159232421135101,0,0,0.931582111404134,0.0684178885958656,0,8.50019241689216,609.572334682224,26
13,2016,2.52611665604709,0.333333333333333,0,1,2,1,3,0.288185300662175,0.0030531383519706,0.261404472734875,0.44735708825098,0.298268895851596,0.157437920912353,0.181964507406934,0.296992464659975,0.198229230661108,0.169191823202598,0.164828199641794,0.22223157993681,6.13145668582849,9.06886579511596,25
14,2016,3.16922509565298,0.166666666666667,50,1,1,5,4,0.641629308050642,0.358370691949358,0,0,0.508197710506952,0.491802289493048,0,0,0.192223178588632,0.6469916384315,0.0504273847825075,0.110357798197361,268.471901865492,276.231835577406,89
14,2017,4.17288741381516,0.333333333333333,50,1,1,5,4,0.641629308050642,0.358370691949358,0,0,0.508197710506952,0.491802289493048,0,0,0.192223178588632,0.6469916384315,0.0504273847825075,0.110357798197361,268.471901865492,276.231835577406,104
14,2018,4.96705483613668,0.5,50,1,1,5,4,0.641629308050642,0.358370691949358,0,0,0.508197710506952,0.491802289493048,0,0,0.192223178588632,0.6469916384315,0.0504273847825075,0.110357798197361,268.471901865492,276.231835577406,113
14,2019,5.26333378997243,0.333333333333333,50,1,1,5,4,0.641629308050642,0.358370691949358,0,0,0.508197710506952,0.491802289493048,0,0,0.192223178588632,0.6469916384315,0.0504273847825075,0.110357798197361,268.471901865492,276.231835577406,141
14,2020,5.36841262882356,0.333333333333333,50,1,1,5,4,0.641629308050642,0.358370691949358,0,0,0.508197710506952,0.491802289493048,0,0,0.192223178588632,0.6469916384315,0.0504273847825075,0.110357798197361,268.471901865492,276.231835577406,117
14,2021,4.4810599700792,0.333333333333333,50,1,1,5,4,0.641629308050642,0.358370691949358,0,0,0.508197710506952,0.491802289493048,0,0,0.192223178588632,0.6469916384315,0.0504273847825075,0.110357798197361,268.471901865492,276.231835577406,118
15,2016,141.098246902604,0.333333333333333,NA,1,NA,5,4,0,0,0,1,0,0.0575053206825959,0.0511396248637006,0.891355054453704,0,0.178178670783808,0.0458696826965677,0.775951646519624,115.67871271043,0,12
15,2017,75.343917170675,0.5,NA,1,NA,5,4,0,0,0,1,0,0.0575053206825959,0.0511396248637006,0.891355054453704,0,0.178178670783808,0.0458696826965677,0.775951646519624,115.67871271043,0,16
15,2020,149.206777476379,0.333333333333333,NA,1,NA,5,4,0,0,0,1,0,0.0575053206825959,0.0511396248637006,0.891355054453704,0,0.178178670783808,0.0458696826965677,0.775951646519624,115.67871271043,0,24
