"site_ID","M_YEAR","total_abund","site_rel_SR","garden_long_grass_area","garden_ivy","garden_long_grass","garden_direction","garden_size","Urban_100m","Arable_100m","Woodland_100m","Grassland_100m","Urban_250m","Arable_250m","Woodland_250m","Grassland_250m","Urban_500m","Arable_500m","Woodland_500m","Grassland_500m","n_days"
339,2020,53.5527715327346,0.285714285714286,16,1,1,7,2,0.997886636833492,0.00211336316650807,0,0,0.804157914735379,0.195842085264621,0,0,0.55951285805919,0.320096569885188,0.000518668013884824,0.119871904041737,30
339,2021,72.584209637335,0.285714285714286,16,1,1,7,2,0.997886636833492,0.00211336316650807,0,0,0.804157914735379,0.195842085264621,0,0,0.55951285805919,0.320096569885188,0.000518668013884824,0.119871904041737,40
340,2016,95.6486103039776,0.321428571428571,20,2,1,2,3,1,0,0,0,0.843177677633958,0.0262758773228964,0,0.130546445043146,0.584086584417915,0.203846603940247,0.0778417001464393,0.134225111495398,25
340,2017,37.7361446695913,0.178571428571429,20,2,1,2,3,1,0,0,0,0.843177677633958,0.0262758773228964,0,0.130546445043146,0.584086584417915,0.203846603940247,0.0778417001464393,0.134225111495398,21
340,2019,59.3698209273226,0.25,20,2,1,2,3,1,0,0,0,0.843177677633958,0.0262758773228964,0,0.130546445043146,0.584086584417915,0.203846603940247,0.0778417001464393,0.134225111495398,19
340,2020,42.6027922248422,0.214285714285714,20,2,1,2,3,1,0,0,0,0.843177677633958,0.0262758773228964,0,0.130546445043146,0.584086584417915,0.203846603940247,0.0778417001464393,0.134225111495398,21
340,2021,166.637654160527,0.357142857142857,20,2,1,2,3,1,0,0,0,0.843177677633958,0.0262758773228964,0,0.130546445043146,0.584086584417915,0.203846603940247,0.0778417001464393,0.134225111495398,34
341,2016,85.7332500594704,0.230769230769231,20,1,1,3,3,1,0,0,0,1,0,0,0,1,0,0,0,19
341,2018,44.9454904308757,0.269230769230769,20,1,1,3,3,1,0,0,0,1,0,0,0,1,0,0,0,13
341,2019,67.4366433452288,0.269230769230769,20,1,1,3,3,1,0,0,0,1,0,0,0,1,0,0,0,10
341,2020,55.1508415346095,0.307692307692308,20,1,1,3,3,1,0,0,0,1,0,0,0,1,0,0,0,25
341,2021,63.2393846659768,0.269230769230769,20,1,1,3,3,1,0,0,0,1,0,0,0,1,0,0,0,23
342,2020,37.8215908593853,0.161290322580645,40,1,1,6,2,1,0,0,0,1,0,0,0,0.906861030861683,0,0.052051623974781,0.0410873451635359,13
343,2017,68.7278286119228,0.129032258064516,0,2,2,5,1,1,0,0,0,0.932007384653585,0,0,0.0679926153464152,0.790581745838217,0,0,0.0839912269927027,11
343,2019,43.6173110684082,0.129032258064516,0,2,2,5,1,1,0,0,0,0.932007384653585,0,0,0.0679926153464152,0.790581745838217,0,0,0.0839912269927027,10
343,2021,41.4441240787119,0.193548387096774,0,2,2,5,1,1,0,0,0,0.932007384653585,0,0,0.0679926153464152,0.790581745838217,0,0,0.0839912269927027,11
344,2021,32.6241845761395,0.129032258064516,0,2,2,6,2,1,0,0,0,1,0,0,0,0.991021623302632,0,0,0.00692999152862678,19
345,2018,49.0297435019361,0.129032258064516,0,1,2,1,3,1,0,0,0,0.952431053150745,0,0,0.0475689468492551,0.809942813608193,0.00888797433447723,0,0.18116921205733,13
345,2019,39.4086190014887,0.161290322580645,0,1,2,1,3,1,0,0,0,0.952431053150745,0,0,0.0475689468492551,0.809942813608193,0.00888797433447723,0,0.18116921205733,11
345,2020,31.6175728305321,0.0645161290322581,0,1,2,1,3,1,0,0,0,0.952431053150745,0,0,0.0475689468492551,0.809942813608193,0.00888797433447723,0,0.18116921205733,10
346,2020,38.7075003001912,0.161290322580645,0,1,2,5,2,1,0,0,0,0.890934990795762,0.109065009204238,0,0,0.750028051978784,0.156331150772446,0,0.0936407972487704,10
346,2021,54.1248848101495,0.193548387096774,0,1,2,5,2,1,0,0,0,0.890934990795762,0.109065009204238,0,0,0.750028051978784,0.156331150772446,0,0.0936407972487704,12
347,2019,36.9126789903747,0.129032258064516,3,2,1,5,2,1,0,0,0,0.986921022368462,0.0130789776315384,0,0,0.906342207646846,0.0822768885912908,0,0.0113809037618629,13
348,2020,102.085239161601,0.32258064516129,0,1,2,4,3,1,0,0,0,0.796878604912657,0,0.00537116547843097,0.1973821008881,0.572899307435928,0.0407204278880192,0.0168267063886072,0.347148877753417,13
348,2021,70.1817965374356,0.225806451612903,0,1,2,4,3,1,0,0,0,0.796878604912657,0,0.00537116547843097,0.1973821008881,0.572899307435928,0.0407204278880192,0.0168267063886072,0.347148877753417,10
349,2016,89.937089203097,0.161290322580645,4,1,1,5,3,1,0,0,0,1,0,0,0,0.987083192791276,0,0,0.0129168072087243,37
349,2017,82.323628983765,0.225806451612903,4,1,1,5,3,1,0,0,0,1,0,0,0,0.987083192791276,0,0,0.0129168072087243,34
349,2018,117.799466309151,0.161290322580645,4,1,1,5,3,1,0,0,0,1,0,0,0,0.987083192791276,0,0,0.0129168072087243,28
349,2019,101.919731173279,0.161290322580645,4,1,1,5,3,1,0,0,0,1,0,0,0,0.987083192791276,0,0,0.0129168072087243,14
349,2020,77.4408390017415,0.193548387096774,4,1,1,5,3,1,0,0,0,1,0,0,0,0.987083192791276,0,0,0.0129168072087243,16
