"site_ID","M_YEAR","SITE_ID","SPECIES","TOTAL_NM","SINDEX","garden_long_grass_area","garden_ivy","garden_long_grass","garden_direction","garden_size","Urban_100m","Arable_100m","Woodland_100m","Grassland_100m","Urban_250m","Arable_250m","Woodland_250m","Grassland_250m","Urban_500m","Arable_500m","Woodland_500m","Grassland_500m","woodland_dist_m","grassland_dist_m","n_days"
104,2019,183,"Holly Blue",0.23355,1.60225597641479,5,NA,1,4,2,1,0,0,0,0.953292018143752,0,0.0467079818562478,0,0.91734029945894,0,0.0326239602283246,0.0500357403127358,164.707212806738,294.656850120396,45
104,2021,183,"Holly Blue",0.32577,4.74072950345599,5,NA,1,4,2,1,0,0,0,0.953292018143752,0,0.0467079818562478,0,0.91734029945894,0,0.0326239602283246,0.0500357403127358,164.707212806738,294.656850120396,79
105,2017,184,"Holly Blue",0.20677,11.9433289043489,0,1,2,3,3,1,0,0,0,1,0,0,0,0.923708967965401,0.0423518430530483,0.0140490060246084,0.0198901829569425,388.101854237027,335.474808317049,84
105,2018,184,"Holly Blue",0.44538,31.3816910248364,0,1,2,3,3,1,0,0,0,1,0,0,0,0.923708967965401,0.0423518430530483,0.0140490060246084,0.0198901829569425,388.101854237027,335.474808317049,71
105,2019,184,"Holly Blue",0.2473,15.2911044000153,0,1,2,3,3,1,0,0,0,1,0,0,0,0.923708967965401,0.0423518430530483,0.0140490060246084,0.0198901829569425,388.101854237027,335.474808317049,93
105,2020,184,"Holly Blue",0.33593,8.34567798201507,0,1,2,3,3,1,0,0,0,1,0,0,0,0.923708967965401,0.0423518430530483,0.0140490060246084,0.0198901829569425,388.101854237027,335.474808317049,144
105,2021,184,"Holly Blue",0.3332,21.0377546782033,0,1,2,3,3,1,0,0,0,1,0,0,0,0.923708967965401,0.0423518430530483,0.0140490060246084,0.0198901829569425,388.101854237027,335.474808317049,126
106,2018,185,"Holly Blue",0.46343,2.75307656305922,0,1,2,5,1,0.695757073715945,0,0.215427823682413,0.0888151026016423,0.571091818541126,0,0.271816395920164,0.15709178553871,0.600476290104698,0.00412878532839822,0.292377941288205,0.103016983278699,35.7233551473761,66.0940919299456,77
107,2018,186,"Holly Blue",0.30597,14.0722846354106,0,1,2,4,1,1,0,0,0,1,0,0,0,0.988534146199953,0,0.0103341336749149,0.00113172012513233,344.793046252331,478.150704867076,24
107,2019,186,"Holly Blue",0.23299,8.19806525659944,0,1,2,4,1,1,0,0,0,1,0,0,0,0.988534146199953,0,0.0103341336749149,0.00113172012513233,344.793046252331,478.150704867076,60
107,2021,186,"Holly Blue",0.30982,2.56821829855538,0,1,2,4,1,1,0,0,0,1,0,0,0,0.988534146199953,0,0.0103341336749149,0.00113172012513233,344.793046252331,478.150704867076,49
108,2020,187,"Holly Blue",0.33229,0.694695306638508,6,1,1,8,2,0.808879382308183,0.191120617691817,0,0,0.619976996754775,0.343651122807445,0.00148713367636825,0.0348847467614117,0.507047436266175,0.427555059975003,0.0197651610804977,0.0456323426783243,236.888319425379,138.325989881972,105
109,2016,188,"Holly Blue",0.15672,3.85371305252611,0,2,2,5,3,1,0,0,0,0.981689298004027,0,0.0183107019959732,0,0.861102159194457,0,0.0701518913543844,0.0687459494511583,182.848816344476,251.481347901725,14
109,2017,188,"Holly Blue",0.17824,14.5723029096032,0,2,2,5,3,1,0,0,0,0.981689298004027,0,0.0183107019959732,0,0.861102159194457,0,0.0701518913543844,0.0687459494511583,182.848816344476,251.481347901725,18
110,2018,189,"Holly Blue",0.1896,4.96031746031746,0,2,2,4,1,1,0,0,0,1,0,0,0,0.872376960776783,0.127623039223217,0,0,1014.26569550643,528.929816005049,9
111,2021,190,"Holly Blue",0.23274,1.68642595746834,0,1,2,1,3,1,0,0,0,0.904711719082551,0,0.0952882809174495,0,0.731371768321337,0,0.17148388940397,0.0971443422746931,135.473203104116,249.951089226903,38
112,2021,193,"Holly Blue",0.27694,4.95601536364763,0,1,2,3,1,1,0,0,0,1,0,0,0,0.985430193318217,0,0.0145698066817833,0,380.686899545726,824.164753315148,32
113,2017,194,"Holly Blue",0.19681,3.72217672895109,4,1,1,3,1,0.447704996784625,0,0.0224239566401435,0.529871046575232,0.294732222666535,0.0490485265663043,0.212246853798061,0.441869739217189,0.187712500367756,0.212682330347739,0.205188348779429,0.378372521348814,81.7625065078383,0,22
113,2018,194,"Holly Blue",0.45963,4.38292762033328,4,1,1,3,1,0.447704996784625,0,0.0224239566401435,0.529871046575232,0.294732222666535,0.0490485265663043,0.212246853798061,0.441869739217189,0.187712500367756,0.212682330347739,0.205188348779429,0.378372521348814,81.7625065078383,0,44
113,2020,194,"Holly Blue",0.29827,3.27917233690217,4,1,1,3,1,0.447704996784625,0,0.0224239566401435,0.529871046575232,0.294732222666535,0.0490485265663043,0.212246853798061,0.441869739217189,0.187712500367756,0.212682330347739,0.205188348779429,0.378372521348814,81.7625065078383,0,55
113,2021,194,"Holly Blue",0.29243,5.28187612239868,4,1,1,3,1,0.447704996784625,0,0.0224239566401435,0.529871046575232,0.294732222666535,0.0490485265663043,0.212246853798061,0.441869739217189,0.187712500367756,0.212682330347739,0.205188348779429,0.378372521348814,81.7625065078383,0,37
114,2016,195,"Holly Blue",0.10635,56.369785794814,0,1,2,6,3,0.554566907429334,0.0507817996644617,0.010128269073148,0.384523023833056,0.384735619948574,0.0321061215105275,0.193406588470676,0.332893486974112,0.357637675907638,0.0228608332398709,0.197396410729099,0.301421417950513,90.6922492466051,8.07994356333011,9
114,2018,195,"Holly Blue",0.11708,13.7892995035852,0,1,2,6,3,0.554566907429334,0.0507817996644617,0.010128269073148,0.384523023833056,0.384735619948574,0.0321061215105275,0.193406588470676,0.332893486974112,0.357637675907638,0.0228608332398709,0.197396410729099,0.301421417950513,90.6922492466051,8.07994356333011,9
115,2016,196,"Holly Blue",0.33169,19.5605398709004,0,1,2,6,3,0,0.752671223456556,0,0.247328776543444,0,0.489362612104868,0.0389835482633211,0.463682540825309,0.0323076290176764,0.346313675965552,0.0507353129014571,0.563298838387435,126.422642817073,34.5027049226275,21
116,2021,198,"Holly Blue",0.2865,2.03095170396848,84,1,1,5,3,1,0,0,0,1,0,0,0,0.988918320913177,0.0110816790868225,0,0,684.15983279625,582.534496175971,27
117,2017,199,"Holly Blue",0.24127,2.45712320015726,0,1,2,4,2,0.997836596924505,0,0,0.00216340307549496,0.890000110019452,0.0216604503380276,0,0.0883394396425208,0.578606154778684,0.286281901990252,0.0413294523366596,0.0937824908944044,385.025653114823,94.8082101769546,56
117,2018,199,"Holly Blue",0.45533,14.489221994639,0,1,2,4,2,0.997836596924505,0,0,0.00216340307549496,0.890000110019452,0.0216604503380276,0,0.0883394396425208,0.578606154778684,0.286281901990252,0.0413294523366596,0.0937824908944044,385.025653114823,94.8082101769546,61
117,2019,199,"Holly Blue",0.24625,2.79454504806617,0,1,2,4,2,0.997836596924505,0,0,0.00216340307549496,0.890000110019452,0.0216604503380276,0,0.0883394396425208,0.578606154778684,0.286281901990252,0.0413294523366596,0.0937824908944044,385.025653114823,94.8082101769546,80
118,2018,200,"Holly Blue",0.10173,6.91467293597013,0,2,2,5,4,1,0,0,0,0.963238216406245,0.00381020807728345,0,0.0329515755164721,0.785697260218229,0.0830932813272771,0.0158923768699293,0.115317081584564,395.32843059153,162.478991729529,10
119,2018,202,"Holly Blue",0.45747,6.34892417479858,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0.818525902138678,0.0427413184012286,0.0193599486894764,0.119372830770617,437.273443376382,325.473311475993,54
119,2019,202,"Holly Blue",0.24625,3.6566748027681,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0.818525902138678,0.0427413184012286,0.0193599486894764,0.119372830770617,437.273443376382,325.473311475993,62
119,2020,202,"Holly Blue",0.31715,1.30047467325574,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0.818525902138678,0.0427413184012286,0.0193599486894764,0.119372830770617,437.273443376382,325.473311475993,42
119,2021,202,"Holly Blue",0.27154,1.34770889487871,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0.818525902138678,0.0427413184012286,0.0193599486894764,0.119372830770617,437.273443376382,325.473311475993,38
120,2019,203,"Holly Blue",0.1768,9.2235323054219,0,1,2,3,1,1,0,0,0,1,0,0,0,0.869071198565157,0.035425902492033,0.000730799818813196,0.0947720991239964,487.696812852569,300.024967184019,72
120,2020,203,"Holly Blue",0.31248,1.2047321880346,0,1,2,3,1,1,0,0,0,1,0,0,0,0.869071198565157,0.035425902492033,0.000730799818813196,0.0947720991239964,487.696812852569,300.024967184019,64
120,2021,203,"Holly Blue",0.22784,12.2858507951676,0,1,2,3,1,1,0,0,0,1,0,0,0,0.869071198565157,0.035425902492033,0.000730799818813196,0.0947720991239964,487.696812852569,300.024967184019,49
121,2016,204,"Holly Blue",0.33567,8.7149344927424,2,2,1,2,3,0.995071551826952,0.00417052656121725,0,0.000757921611830331,0.637856448261765,0.147196771812784,0,0.214946779925451,0.639900609549965,0.146055363605549,0.0083817733926391,0.205662253451847,396.681938785087,94.4997960630226,35
121,2017,204,"Holly Blue",0.2082,2.54988206795436,2,2,1,2,3,0.995071551826952,0.00417052656121725,0,0.000757921611830331,0.637856448261765,0.147196771812784,0,0.214946779925451,0.639900609549965,0.146055363605549,0.0083817733926391,0.205662253451847,396.681938785087,94.4997960630226,48
121,2018,204,"Holly Blue",0.41883,7.86268605080868,2,2,1,2,3,0.995071551826952,0.00417052656121725,0,0.000757921611830331,0.637856448261765,0.147196771812784,0,0.214946779925451,0.639900609549965,0.146055363605549,0.0083817733926391,0.205662253451847,396.681938785087,94.4997960630226,46
121,2019,204,"Holly Blue",0.24674,3.28785138911721,2,2,1,2,3,0.995071551826952,0.00417052656121725,0,0.000757921611830331,0.637856448261765,0.147196771812784,0,0.214946779925451,0.639900609549965,0.146055363605549,0.0083817733926391,0.205662253451847,396.681938785087,94.4997960630226,60
121,2020,204,"Holly Blue",0.33208,1.2542880974331,2,2,1,2,3,0.995071551826952,0.00417052656121725,0,0.000757921611830331,0.637856448261765,0.147196771812784,0,0.214946779925451,0.639900609549965,0.146055363605549,0.0083817733926391,0.205662253451847,396.681938785087,94.4997960630226,76
121,2021,204,"Holly Blue",0.30502,4.68384074941452,2,2,1,2,3,0.995071551826952,0.00417052656121725,0,0.000757921611830331,0.637856448261765,0.147196771812784,0,0.214946779925451,0.639900609549965,0.146055363605549,0.0083817733926391,0.205662253451847,396.681938785087,94.4997960630226,43
122,2017,206,"Holly Blue",0.18145,4.09626216077829,0,2,2,1,2,1,0,0,0,0.997826417207319,0,0.0021735827926808,0,0.825596186125037,0,0.0154225624757339,0.154358576502332,228.958429063746,253.028143668268,65
122,2019,206,"Holly Blue",0.21668,11.8676754190773,0,2,2,1,2,1,0,0,0,0.997826417207319,0,0.0021735827926808,0,0.825596186125037,0,0.0154225624757339,0.154358576502332,228.958429063746,253.028143668268,90
122,2020,206,"Holly Blue",0.33229,2.39763593097206,0,2,2,1,2,1,0,0,0,0.997826417207319,0,0.0021735827926808,0,0.825596186125037,0,0.0154225624757339,0.154358576502332,228.958429063746,253.028143668268,117
122,2021,206,"Holly Blue",0.32577,10.2380342974149,0,2,2,1,2,1,0,0,0,0.997826417207319,0,0.0021735827926808,0,0.825596186125037,0,0.0154225624757339,0.154358576502332,228.958429063746,253.028143668268,72
123,2016,207,"Holly Blue",0.29761,8.43561516723607,0,1,2,5,2,0.770591883140705,0,0,0.229408116859295,0.673087469436508,0,0.0610432910140792,0.265869239549413,0.577579956628903,0,0.050317514430101,0.372102528940996,135.303752330548,31.883962831997,69
123,2017,207,"Holly Blue",0.22236,1.18602858328886,0,1,2,5,2,0.770591883140705,0,0,0.229408116859295,0.673087469436508,0,0.0610432910140792,0.265869239549413,0.577579956628903,0,0.050317514430101,0.372102528940996,135.303752330548,31.883962831997,69
123,2018,207,"Holly Blue",0.41491,10.0185008315356,0,1,2,5,2,0.770591883140705,0,0,0.229408116859295,0.673087469436508,0,0.0610432910140792,0.265869239549413,0.577579956628903,0,0.050317514430101,0.372102528940996,135.303752330548,31.883962831997,91
123,2019,207,"Holly Blue",0.22459,2.70426191678085,0,1,2,5,2,0.770591883140705,0,0,0.229408116859295,0.673087469436508,0,0.0610432910140792,0.265869239549413,0.577579956628903,0,0.050317514430101,0.372102528940996,135.303752330548,31.883962831997,85
123,2020,207,"Holly Blue",0.33755,1.47877586933536,0,1,2,5,2,0.770591883140705,0,0,0.229408116859295,0.673087469436508,0,0.0610432910140792,0.265869239549413,0.577579956628903,0,0.050317514430101,0.372102528940996,135.303752330548,31.883962831997,96
123,2021,207,"Holly Blue",0.28877,3.11303427450736,0,1,2,5,2,0.770591883140705,0,0,0.229408116859295,0.673087469436508,0,0.0610432910140792,0.265869239549413,0.577579956628903,0,0.050317514430101,0.372102528940996,135.303752330548,31.883962831997,87
124,2016,208,"Holly Blue",0.16078,16.1298994569601,10,1,1,5,3,0.92741952218777,0,0.0725804778122297,0,0.660378545611855,0,0.117676445715968,0.221945008672177,0.712591523278806,0,0.0623044944317301,0.225103982289464,63.6312263795648,102.893331984211,10
125,2018,209,"Holly Blue",0.20582,8.62924450964318,1,1,1,5,2,0.299417354183824,0,0,0.690761397237418,0.291640787309039,0,0.0404890060489381,0.582637531386589,0.304445236817755,0,0.0355343508114011,0.622044559070799,138.114400274937,0,9
126,2017,210,"Holly Blue",0.16429,10.8266118118335,0,1,2,3,1,1,0,0,0,1,0,0,0,0.861621810069904,0.00472839053432116,0,0.133649799395775,584.334553708652,315.204587567105,20
126,2018,210,"Holly Blue",0.24772,17.2783191651116,0,1,2,3,1,1,0,0,0,1,0,0,0,0.861621810069904,0.00472839053432116,0,0.133649799395775,584.334553708652,315.204587567105,12
126,2021,210,"Holly Blue",0.15694,18.2099608485842,0,1,2,3,1,1,0,0,0,1,0,0,0,0.861621810069904,0.00472839053432116,0,0.133649799395775,584.334553708652,315.204587567105,15
127,2016,211,"Holly Blue",0.32836,3.40358908468981,20,2,1,5,3,1,0,0,0,1,0,0,0,0.99522848395487,0,0,0.00477151604512976,575.171827468238,460.999234538251,51
127,2017,211,"Holly Blue",0.20056,3.34403424291065,20,2,1,5,3,1,0,0,0,1,0,0,0,0.99522848395487,0,0,0.00477151604512976,575.171827468238,460.999234538251,58
127,2019,211,"Holly Blue",0.24537,1.82962529274005,20,2,1,5,3,1,0,0,0,1,0,0,0,0.99522848395487,0,0,0.00477151604512976,575.171827468238,460.999234538251,43
127,2021,211,"Holly Blue",0.32064,5.08433643054161,20,2,1,5,3,1,0,0,0,1,0,0,0,0.99522848395487,0,0,0.00477151604512976,575.171827468238,460.999234538251,41
128,2020,212,"Holly Blue",0.3175,6.24539402190884,8,1,1,4,3,1,0,0,0,1,0,0,0,0.994243052651293,0,0,0.00575694734870731,500.008140555153,464.839054364538,55
128,2021,212,"Holly Blue",0.32653,9.37246162497657,8,1,1,4,3,1,0,0,0,1,0,0,0,0.994243052651293,0,0,0.00575694734870731,500.008140555153,464.839054364538,66
129,2017,213,"Holly Blue",0.23951,5.86240925479008,0,1,2,3,2,1,0,0,0,0.939836156981115,0.0268708238938146,0,0.0332930191250701,0.718038241801469,0.272272262020266,0,0.0096894961782651,616.784450062458,155.60907113976,66
129,2018,213,"Holly Blue",0.44057,4.4509329155391,0,1,2,3,2,1,0,0,0,0.939836156981115,0.0268708238938146,0,0.0332930191250701,0.718038241801469,0.272272262020266,0,0.0096894961782651,616.784450062458,155.60907113976,77
129,2019,213,"Holly Blue",0.24625,1.88229979388817,0,1,2,3,2,1,0,0,0,0.939836156981115,0.0268708238938146,0,0.0332930191250701,0.718038241801469,0.272272262020266,0,0.0096894961782651,616.784450062458,155.60907113976,70
129,2021,213,"Holly Blue",0.30119,3.30840997816449,0,1,2,3,2,1,0,0,0,0.939836156981115,0.0268708238938146,0,0.0332930191250701,0.718038241801469,0.272272262020266,0,0.0096894961782651,616.784450062458,155.60907113976,57
130,2016,214,"Holly Blue",0.23033,5.09203859765257,2,1,1,8,2,1,0,0,0,1,0,0,0,0.98238304599671,0,0.0176169540032896,0,308.791148767966,659.657842097829,17
130,2018,214,"Holly Blue",0.20891,4.08805674222758,2,1,1,8,2,1,0,0,0,1,0,0,0,0.98238304599671,0,0.0176169540032896,0,308.791148767966,659.657842097829,20
131,2016,215,"Holly Blue",0.33894,6.68994768460911,0,1,2,5,3,1,0,0,0,0.9464441898481,0,0,0.0535558101518998,0.865421730770419,0,0,0.134578269229581,698.871220244266,194.287696617291,73
131,2017,215,"Holly Blue",0.24127,0.995936578758664,0,1,2,5,3,1,0,0,0,0.9464441898481,0,0,0.0535558101518998,0.865421730770419,0,0,0.134578269229581,698.871220244266,194.287696617291,80
132,2016,217,"Holly Blue",0.29817,13.2915093838056,0,1,2,7,2,1,0,0,0,0.979790825462545,0,0,0.0202091745374551,0.822391263253004,0.0096839162031045,0,0.167924820543891,745.465589263449,209.49719295763,25
132,2017,217,"Holly Blue",0.23072,25.9151279559443,0,1,2,7,2,1,0,0,0,0.979790825462545,0,0,0.0202091745374551,0.822391263253004,0.0096839162031045,0,0.167924820543891,745.465589263449,209.49719295763,41
132,2018,217,"Holly Blue",0.27946,24.3672633938724,0,1,2,7,2,1,0,0,0,0.979790825462545,0,0,0.0202091745374551,0.822391263253004,0.0096839162031045,0,0.167924820543891,745.465589263449,209.49719295763,33
132,2019,217,"Holly Blue",0.17955,9.65685958926157,0,1,2,7,2,1,0,0,0,0.979790825462545,0,0,0.0202091745374551,0.822391263253004,0.0096839162031045,0,0.167924820543891,745.465589263449,209.49719295763,52
132,2020,217,"Holly Blue",0.31645,16.4600925057199,0,1,2,7,2,1,0,0,0,0.979790825462545,0,0,0.0202091745374551,0.822391263253004,0.0096839162031045,0,0.167924820543891,745.465589263449,209.49719295763,47
132,2021,217,"Holly Blue",0.26293,25.419420437214,0,1,2,7,2,1,0,0,0,0.979790825462545,0,0,0.0202091745374551,0.822391263253004,0.0096839162031045,0,0.167924820543891,745.465589263449,209.49719295763,26
133,2016,218,"Holly Blue",0.35345,5.3271774837965,0,1,2,7,4,0,0.155191819157745,0,0.844808180842255,0.0146917942197351,0.41266145292039,0,0.572646752859875,0.0524356432516334,0.424240661796945,0.0388968662022789,0.465274949143088,270.466958163749,0,76
133,2018,218,"Holly Blue",0.46646,3.2644107412171,0,1,2,7,4,0,0.155191819157745,0,0.844808180842255,0.0146917942197351,0.41266145292039,0,0.572646752859875,0.0524356432516334,0.424240661796945,0.0388968662022789,0.465274949143088,270.466958163749,0,86
134,2018,219,"Holly Blue",0.39695,5.91255333615822,0,1,2,6,4,1,0,0,0,0.920314545300624,0,0.0426695728491017,0.0370158818502741,0.582291380692816,0.0113766331260972,0.110313991426989,0.296017994754099,118.87472117915,174.307619952302,59
134,2019,219,"Holly Blue",0.20916,6.68337510442773,0,1,2,6,4,1,0,0,0,0.920314545300624,0,0.0426695728491017,0.0370158818502741,0.582291380692816,0.0113766331260972,0.110313991426989,0.296017994754099,118.87472117915,174.307619952302,62
134,2020,219,"Holly Blue",0.33411,4.87026823002277,0,1,2,6,4,1,0,0,0,0.920314545300624,0,0.0426695728491017,0.0370158818502741,0.582291380692816,0.0113766331260972,0.110313991426989,0.296017994754099,118.87472117915,174.307619952302,58
134,2021,219,"Holly Blue",0.27921,4.25359960866884,0,1,2,6,4,1,0,0,0,0.920314545300624,0,0.0426695728491017,0.0370158818502741,0.582291380692816,0.0113766331260972,0.110313991426989,0.296017994754099,118.87472117915,174.307619952302,68
135,2018,220,"Holly Blue",0.37846,7.4761697090524,0,1,2,5,3,0.997541274609396,0,0,0.00245872539060359,0.708549686451696,0,0.0129807942244112,0.278469519323893,0.481350702026877,0.101704358342522,0.108168341772349,0.308776597858252,199.61287062743,95.4749421790495,33
135,2019,220,"Holly Blue",0.21235,11.3483762365002,0,1,2,5,3,0.997541274609396,0,0,0.00245872539060359,0.708549686451696,0,0.0129807942244112,0.278469519323893,0.481350702026877,0.101704358342522,0.108168341772349,0.308776597858252,199.61287062743,95.4749421790495,33
135,2020,220,"Holly Blue",0.30381,1.68861870989531,0,1,2,5,3,0.997541274609396,0,0,0.00245872539060359,0.708549686451696,0,0.0129807942244112,0.278469519323893,0.481350702026877,0.101704358342522,0.108168341772349,0.308776597858252,199.61287062743,95.4749421790495,32
135,2021,220,"Holly Blue",0.31904,5.15822866427669,0,1,2,5,3,0.997541274609396,0,0,0.00245872539060359,0.708549686451696,0,0.0129807942244112,0.278469519323893,0.481350702026877,0.101704358342522,0.108168341772349,0.308776597858252,199.61287062743,95.4749421790495,39
136,2020,221,"Holly Blue",0.33308,0.522157764747041,0,1,2,6,3,0,1,0,0,0,0.999485285276868,0.000514714723132398,0,0.0000439264187488358,0.798932620451387,0.110250755209052,0.0907726979208127,245.137160889269,270.320587338043,107
136,2021,221,"Holly Blue",0.32376,0.735770204249809,0,1,2,6,3,0,1,0,0,0,0.999485285276868,0.000514714723132398,0,0.0000439264187488358,0.798932620451387,0.110250755209052,0.0907726979208127,245.137160889269,270.320587338043,72
137,2020,222,"Holly Blue",0.15261,4.10155448915139,100,1,1,5,4,0,0.700827972255516,0.145223123163157,0.153948904581327,0,0.879728755794349,0.0812852682732093,0.0389859759324412,0,0.926792506203626,0.0257170023036217,0.0474904914927523,30.0998924691863,29.5950645430836,20
138,2016,223,"Holly Blue",0.33803,3.69203504971941,0,1,2,7,3,0.625925722717427,0,0,0.374074277282573,0.397020105846085,0.185140494626721,0,0.417839399527194,0.163251111601555,0.422707577215013,0,0.414041311183432,1025.10431525623,22.5904971950235,99
138,2018,223,"Holly Blue",0.45621,2.2124383282816,0,1,2,7,3,0.625925722717427,0,0,0.374074277282573,0.397020105846085,0.185140494626721,0,0.417839399527194,0.163251111601555,0.422707577215013,0,0.414041311183432,1025.10431525623,22.5904971950235,75
138,2019,223,"Holly Blue",0.24741,3.13197353482363,0,1,2,7,3,0.625925722717427,0,0,0.374074277282573,0.397020105846085,0.185140494626721,0,0.417839399527194,0.163251111601555,0.422707577215013,0,0.414041311183432,1025.10431525623,22.5904971950235,135
138,2020,223,"Holly Blue",0.33417,1.55906518451536,0,1,2,7,3,0.625925722717427,0,0,0.374074277282573,0.397020105846085,0.185140494626721,0,0.417839399527194,0.163251111601555,0.422707577215013,0,0.414041311183432,1025.10431525623,22.5904971950235,135
138,2021,223,"Holly Blue",0.33064,4.20786871449611,0,1,2,7,3,0.625925722717427,0,0,0.374074277282573,0.397020105846085,0.185140494626721,0,0.417839399527194,0.163251111601555,0.422707577215013,0,0.414041311183432,1025.10431525623,22.5904971950235,120
139,2018,224,"Holly Blue",0.34681,4.86294597267024,2,2,1,6,1,1,0,0,0,1,0,0,0,0.831842310290807,0.168157689709193,0,0,954.246802527341,765.567378207728,28
139,2020,224,"Holly Blue",0.2829,1.91651653953774,2,2,1,6,1,1,0,0,0,1,0,0,0,0.831842310290807,0.168157689709193,0,0,954.246802527341,765.567378207728,35
140,2020,225,"Holly Blue",0.32761,2.83137732349902,150,1,1,3,4,0,0,0,1,0,0.0449485483881648,0,0.955051451611835,0.130575608906989,0.23295586509203,0,0.636468526000982,562.696492824184,0,56
141,2017,226,"Holly Blue",0.15739,6.67868830561677,600,1,1,5,4,0,0.00123168478415817,0,0.998768315215842,0,0.198190905848058,0.186987676161281,0.614821417990661,0.0319099466920464,0.317306971815601,0.114998513611138,0.535784567881214,116.177794327375,0,34
141,2018,226,"Holly Blue",0.45388,0.953397910151781,600,1,1,5,4,0,0.00123168478415817,0,0.998768315215842,0,0.198190905848058,0.186987676161281,0.614821417990661,0.0319099466920464,0.317306971815601,0.114998513611138,0.535784567881214,116.177794327375,0,43
141,2019,226,"Holly Blue",0.21126,3.89574973703689,600,1,1,5,4,0,0.00123168478415817,0,0.998768315215842,0,0.198190905848058,0.186987676161281,0.614821417990661,0.0319099466920464,0.317306971815601,0.114998513611138,0.535784567881214,116.177794327375,0,48
141,2020,226,"Holly Blue",0.33384,2.25291188861604,600,1,1,5,4,0,0.00123168478415817,0,0.998768315215842,0,0.198190905848058,0.186987676161281,0.614821417990661,0.0319099466920464,0.317306971815601,0.114998513611138,0.535784567881214,116.177794327375,0,67
141,2021,226,"Holly Blue",0.32936,1.22972491053751,600,1,1,5,4,0,0.00123168478415817,0,0.998768315215842,0,0.198190905848058,0.186987676161281,0.614821417990661,0.0319099466920464,0.317306971815601,0.114998513611138,0.535784567881214,116.177794327375,0,58
142,2018,228,"Holly Blue",0.40783,0.83395880243516,0,1,2,5,1,0,0,0.746891631684662,0.253108368315338,0.00373210308827311,0.0482360156093932,0.504138185184098,0.443893696118236,0.0162356835053363,0.0892756823369168,0.175007253870893,0.719481380286854,0,31.0796532768457,46
142,2019,228,"Holly Blue",0.24586,1.3452975125449,0,1,2,5,1,0,0,0.746891631684662,0.253108368315338,0.00373210308827311,0.0482360156093932,0.504138185184098,0.443893696118236,0.0162356835053363,0.0892756823369168,0.175007253870893,0.719481380286854,0,31.0796532768457,56
142,2020,228,"Holly Blue",0.30744,6.00744923705395,0,1,2,5,1,0,0,0.746891631684662,0.253108368315338,0.00373210308827311,0.0482360156093932,0.504138185184098,0.443893696118236,0.0162356835053363,0.0892756823369168,0.175007253870893,0.719481380286854,0,31.0796532768457,51
142,2021,228,"Holly Blue",0.30222,1.46265120156796,0,1,2,5,1,0,0,0.746891631684662,0.253108368315338,0.00373210308827311,0.0482360156093932,0.504138185184098,0.443893696118236,0.0162356835053363,0.0892756823369168,0.175007253870893,0.719481380286854,0,31.0796532768457,38
143,2021,232,"Holly Blue",0.23681,1.52772048825947,3,1,1,2,3,0.743581882567841,0,0.0766857650971882,0.179732352334971,0.238393001321919,0,0.347085641957515,0.414521356720566,0.176328112288992,0.00561239865973642,0.32327096372982,0.441644977560699,59.6916605823861,20.27990009538,32
144,2018,234,"Holly Blue",0.46289,0.855022401586922,20,1,1,5,4,0,0,0,1,0,0.00611089392666661,0.15884152933577,0.835047576737564,0,0.0284802403380695,0.142618706155095,0.828901053506835,109.842445210582,0,77
144,2019,234,"Holly Blue",0.24727,1.93534028120494,20,1,1,5,4,0,0,0,1,0,0.00611089392666661,0.15884152933577,0.835047576737564,0,0.0284802403380695,0.142618706155095,0.828901053506835,109.842445210582,0,103
144,2020,234,"Holly Blue",0.33698,3.84834937881227,20,1,1,5,4,0,0,0,1,0,0.00611089392666661,0.15884152933577,0.835047576737564,0,0.0284802403380695,0.142618706155095,0.828901053506835,109.842445210582,0,127
144,2021,234,"Holly Blue",0.32936,2.6152337365152,20,1,1,5,4,0,0,0,1,0,0.00611089392666661,0.15884152933577,0.835047576737564,0,0.0284802403380695,0.142618706155095,0.828901053506835,109.842445210582,0,97
145,2017,236,"Holly Blue",0.11606,15.6870947500523,100,1,1,1,3,1,0,0,0,0.920936485182752,0.00196317646121337,0.0110496127245481,0.0660507256314869,0.724886958810409,0.104973080151448,0.0533050764597637,0.116834884578379,190.870175262686,189.932419330264,13
146,2016,237,"Holly Blue",0.14488,6.34075201318876,60,1,1,1,3,0.53264483598226,0.37769234833905,0,0.0896628156786897,0.380912064988616,0.460928117179842,0.00850819374639037,0.149651624085151,0.148296504843347,0.66256422310992,0.0192027438340596,0.169936528212673,213.322697430805,62.5300732570957,9
147,2016,238,"Holly Blue",0.23504,4.36138430337789,3000,1,1,5,4,0,0,0,1,0,0,0,1,0,0,0.0745503542900506,0.876290549505968,343.421959495503,0,29
147,2017,238,"Holly Blue",0.20185,6.19770684846607,3000,1,1,5,4,0,0,0,1,0,0,0,1,0,0,0.0745503542900506,0.876290549505968,343.421959495503,0,44
147,2019,238,"Holly Blue",0.22533,2.60688216892596,3000,1,1,5,4,0,0,0,1,0,0,0,1,0,0,0.0745503542900506,0.876290549505968,343.421959495503,0,32
