"site_ID","M_YEAR","SITE_ID","SPECIES","TOTAL_NM","SINDEX","garden_long_grass_area","garden_ivy","garden_long_grass","garden_direction","garden_size","Urban_100m","Arable_100m","Woodland_100m","Grassland_100m","Urban_250m","Arable_250m","Woodland_250m","Grassland_250m","Urban_500m","Arable_500m","Woodland_500m","Grassland_500m","woodland_dist_m","grassland_dist_m","n_days"
23,2018,73,"Holly Blue",0.2668,26.841634357292,0,1,2,2,3,0,0.376828869845887,0,0.623171130154113,0,0.397497236355409,0,0.602502763644591,0.0194334437649486,0.257330768636794,0,0.479230341081712,768.681042562165,0,22
24,2018,74,"Holly Blue",0.35057,5.58617607626992,0,1,2,3,2,0.755883297836845,0,0.244116702163155,0,0.533737395126333,0,0.377440277790323,0.0888223270833434,0.418290545400876,0,0.227691600193178,0.354017854405946,5.71062455539946,156.940318182589,32
25,2018,75,"Holly Blue",0.44712,4.4782803403493,0,1,2,3,2,1,0,0,0,0.935230754805933,0,0.0647692451940674,0,0.670928839637537,0,0.23476931856957,0.0941680879453954,165.3145158927,333.316337605033,31
25,2019,75,"Holly Blue",0.12331,5.57600089216014,0,1,2,3,2,1,0,0,0,0.935230754805933,0,0.0647692451940674,0,0.670928839637537,0,0.23476931856957,0.0941680879453954,165.3145158927,333.316337605033,23
26,2016,77,"Holly Blue",0.33408,4.87234457220815,1,1,1,6,2,1,0,0,0,0.962340023994632,0,0,0.0376599760053685,0.667700143184213,0.0429043025975327,0,0.289395554218254,674.277232044447,165.719113553579,37
27,2017,78,"Holly Blue",0.19894,9.82961992136304,0,1,2,2,2,1,0,0,0,1,0,0,0,0.983028476128619,0.0167155044283769,0,0.000256019443004252,667.338278138963,489.892851329512,27
28,2018,79,"Holly Blue",0.32793,7.23408701802895,0,2,2,6,3,1,0,0,0,0.931895302272955,0,0.00809015689029286,0.0600145408367518,0.702542218256258,0,0.0220231032879916,0.275434678455751,191.161443390236,156.084573051386,44
29,2018,80,"Holly Blue",0.38696,3.70937079797839,0,2,2,1,2,0.999685937827044,0,0,0.000314062172956537,0.812520359238562,0,0.0218381022022425,0.165641538559196,0.778360657316355,0.0130223670145322,0.0476846584688254,0.147952708755695,190.454057576566,99.3267404358391,81
29,2019,80,"Holly Blue",0.24663,8.08106928708806,0,2,2,1,2,0.999685937827044,0,0,0.000314062172956537,0.812520359238562,0,0.0218381022022425,0.165641538559196,0.778360657316355,0.0130223670145322,0.0476846584688254,0.147952708755695,190.454057576566,99.3267404358391,117
29,2020,80,"Holly Blue",0.33593,2.28352210449397,0,2,2,1,2,0.999685937827044,0,0,0.000314062172956537,0.812520359238562,0,0.0218381022022425,0.165641538559196,0.778360657316355,0.0130223670145322,0.0476846584688254,0.147952708755695,190.454057576566,99.3267404358391,113
29,2021,80,"Holly Blue",0.32831,1.35210962904872,0,2,2,1,2,0.999685937827044,0,0,0.000314062172956537,0.812520359238562,0,0.0218381022022425,0.165641538559196,0.778360657316355,0.0130223670145322,0.0476846584688254,0.147952708755695,190.454057576566,99.3267404358391,96
30,2019,81,"Holly Blue",0.23355,1.22983077528532,1,2,1,4,2,0.392360555478387,0,0.0123139684946693,0.595325476026943,0.2208074272847,0,0.1776427524273,0.601549820288,0.0766436070988385,0,0.295323816168187,0.628032576732975,79.1803776444257,2.48927038980201,46
31,2020,82,"Holly Blue",0.32761,1.14836931557189,0,1,2,5,3,1,0,0,0,1,0,0,0,0.926835141486586,0,0.0549531695244209,0.018211688988993,341.47616020625,377.955422735585,43
31,2021,82,"Holly Blue",0.21468,3.35384770177586,0,1,2,5,3,1,0,0,0,1,0,0,0,0.926835141486586,0,0.0549531695244209,0.018211688988993,341.47616020625,377.955422735585,29
32,2016,87,"Holly Blue",0.12187,4.05959485243373,0,1,2,4,2,0.841403568148677,0,0.158596431851323,0,0.685402769610712,0,0.141166306486924,0.173430923902364,0.507219169390194,0,0.0563469614001514,0.436433869209655,53.2073146760345,108.470357580774,15
32,2017,87,"Holly Blue",0.1742,6.86483146838745,0,1,2,4,2,0.841403568148677,0,0.158596431851323,0,0.685402769610712,0,0.141166306486924,0.173430923902364,0.507219169390194,0,0.0563469614001514,0.436433869209655,53.2073146760345,108.470357580774,24
32,2018,87,"Holly Blue",0.28171,11.5137733513716,0,2,2,4,2,0.841403568148677,0,0.158596431851323,0,0.685402769610712,0,0.141166306486924,0.173430923902364,0.507219169390194,0,0.0563469614001514,0.436433869209655,53.2073146760345,108.470357580774,17
32,2021,87,"Holly Blue",0.13536,4.80192076830732,0,2,2,4,2,0.841403568148677,0,0.158596431851323,0,0.685402769610712,0,0.141166306486924,0.173430923902364,0.507219169390194,0,0.0563469614001514,0.436433869209655,53.2073146760345,108.470357580774,13
33,2016,91,"Holly Blue",0.35065,1.87451965433858,5,2,1,4,3,1,0,0,0,0.98785828383074,0,0.0121417161692596,0,0.799611898303223,0.00194171271491779,0.0573566297913171,0.141089759190542,217.50772609956,287.219332774152,35
33,2017,91,"Holly Blue",0.18759,5.11482788604163,5,2,1,4,3,1,0,0,0,0.98785828383074,0,0.0121417161692596,0,0.799611898303223,0.00194171271491779,0.0573566297913171,0.141089759190542,217.50772609956,287.219332774152,33
33,2018,91,"Holly Blue",0.16353,3.99544519248057,5,2,1,4,3,1,0,0,0,0.98785828383074,0,0.0121417161692596,0,0.799611898303223,0.00194171271491779,0.0573566297913171,0.141089759190542,217.50772609956,287.219332774152,27
33,2021,91,"Holly Blue",0.32184,7.93761038239438,5,2,1,4,3,1,0,0,0,0.98785828383074,0,0.0121417161692596,0,0.799611898303223,0.00194171271491779,0.0573566297913171,0.141089759190542,217.50772609956,287.219332774152,29
34,2017,93,"Holly Blue",0.16288,5.78837693910627,3,1,1,8,1,0.594650731416137,0,0.151287320547682,0.254061948036182,0.573218650229992,0,0.121079115315401,0.305702234454607,0.66377540824932,0,0.21011174212308,0.1261128496276,19.9446545714893,17.8960651776811,17
35,2017,96,"Holly Blue",0.24082,1.76181960729041,100,2,1,6,3,1,0,0,0,1,0,0,0,0.916793776010016,0,0.0763751529149045,0.00683107107507951,272.314104672601,428.843602153662,91
35,2018,96,"Holly Blue",0.46482,8.07077170028741,20,2,1,6,3,1,0,0,0,1,0,0,0,0.916793776010016,0,0.0763751529149045,0.00683107107507951,272.314104672601,428.843602153662,89
35,2019,96,"Holly Blue",0.24586,6.18384573366176,20,2,1,6,3,1,0,0,0,1,0,0,0,0.916793776010016,0,0.0763751529149045,0.00683107107507951,272.314104672601,428.843602153662,68
35,2021,96,"Holly Blue",0.32712,5.26145023106536,20,2,1,6,3,1,0,0,0,1,0,0,0,0.916793776010016,0,0.0763751529149045,0.00683107107507951,272.314104672601,428.843602153662,72
36,2019,97,"Holly Blue",0.19188,1.8836648583484,0,2,2,7,1,0.95811581097728,0,0,0.0418841890227203,0.574264876874625,0,0,0.425735123125375,0.41762578556388,0,0.0521024044871612,0.530271809948959,263.846870779836,81.3539625287076,27
37,2018,98,"Holly Blue",0.46482,1.82037730353578,20,1,1,7,1,0.661274136423255,0,0.0473380250707579,0.291387838505987,0.493893898130677,0,0.142156745392987,0.363949356476336,0.288479386073517,0.0347863642759096,0.171698144264545,0.505036105386028,77.154077322428,33.0525826929765,58
37,2019,98,"Holly Blue",0.22005,1.87945195181085,20,1,1,7,1,0.661274136423255,0,0.0473380250707579,0.291387838505987,0.493893898130677,0,0.142156745392987,0.363949356476336,0.288479386073517,0.0347863642759096,0.171698144264545,0.505036105386028,77.154077322428,33.0525826929765,49
37,2020,98,"Holly Blue",0.3302,3.76170831713709,20,1,1,7,1,0.661274136423255,0,0.0473380250707579,0.291387838505987,0.493893898130677,0,0.142156745392987,0.363949356476336,0.288479386073517,0.0347863642759096,0.171698144264545,0.505036105386028,77.154077322428,33.0525826929765,55
38,2019,99,"Holly Blue",0.18258,4.9862877088008,5,1,1,7,3,0.570865409341318,0,0,0.429134590658682,0.752250589392101,0,0.0594008555521051,0.188348555055794,0.654864734527332,0,0.0831079681741191,0.262027297298549,191.543157919252,0,13
39,2018,101,"Holly Blue",0.3422,6.71321160042965,0,1,2,5,3,0.926763186047783,0,0.0598065133316948,0.0134303006205217,0.739255151045595,0,0.159931447173946,0.100813401780459,0.510516698830598,0,0.119460930425907,0.370022370743495,24.4465792048834,78.7069886530949,35
39,2019,101,"Holly Blue",0.1938,29.3670075019356,0,1,2,5,3,0.926763186047783,0,0.0598065133316948,0.0134303006205217,0.739255151045595,0,0.159931447173946,0.100813401780459,0.510516698830598,0,0.119460930425907,0.370022370743495,24.4465792048834,78.7069886530949,25
40,2016,105,"Holly Blue",0.32098,4.46777616441416,0,1,2,6,2,0.967252693596984,0,0,0.0327473064030156,0.723733724257187,0,0,0.276266275742813,0.458348797086682,0,0.0000209723635535223,0.541630230549764,496.083618002443,81.7938965704472,18
40,2017,105,"Holly Blue",0.21882,2.41312741312741,0,1,2,6,2,0.967252693596984,0,0,0.0327473064030156,0.723733724257187,0,0,0.276266275742813,0.458348797086682,0,0.0000209723635535223,0.541630230549764,496.083618002443,81.7938965704472,34
40,2018,105,"Holly Blue",0.32676,16.6267624368183,0,1,2,6,2,0.967252693596984,0,0,0.0327473064030156,0.723733724257187,0,0,0.276266275742813,0.458348797086682,0,0.0000209723635535223,0.541630230549764,496.083618002443,81.7938965704472,38
40,2019,105,"Holly Blue",0.19819,14.6520146520146,0,1,2,6,2,0.967252693596984,0,0,0.0327473064030156,0.723733724257187,0,0,0.276266275742813,0.458348797086682,0,0.0000209723635535223,0.541630230549764,496.083618002443,81.7938965704472,45
41,2016,106,"Holly Blue",0.23129,1.64449341380388,NA,2,NA,1,1,1,0,0,0,1,0,0,0,0.945943502627734,0.0142968363933897,0,0.0397596609788762,823.266065196474,299.204696013303,26
42,2017,107,"Holly Blue",0.14137,16.8314748579844,30,1,1,1,4,0.441433666399488,0,0.1187759745168,0.262795493737115,0.518236973145565,0.0247943948660105,0.0462810926171635,0.333509095074362,0.573114547282607,0.061829355962359,0.0301423931365876,0.183991182138685,27.8712757530302,34.6030332424421,25
43,2020,109,"Holly Blue",0.25766,1.08340014300882,0,1,2,3,1,0.791860650561509,0,0.00631691638554518,0.201822433052946,0.604524359557054,0,0.0374501589656812,0.358025481477265,0.496652709478893,0,0.0628717830762989,0.440475507444809,86.873798549415,43.6916026372748,60
44,2019,110,"Holly Blue",0.18365,6.60916691451043,0,2,2,5,2,0.97695660086671,0,0.0230433991332899,0,0.835863053925002,0,0.105520785389828,0.0586161606851701,0.68594709923046,0,0.0720942414048672,0.241958659364672,72.0012856743749,172.97591558382,19
44,2021,110,"Holly Blue",0.17131,4.30163031789048,0,1,2,5,2,0.97695660086671,0,0.0230433991332899,0,0.835863053925002,0,0.105520785389828,0.0586161606851701,0.68594709923046,0,0.0720942414048672,0.241958659364672,72.0012856743749,172.97591558382,22
